"Data Source","World Development Indicators",

"Last Updated Date","2026-02-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"St. Vincent and the Grenadines","VCT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9","1.91","2.75","2.9","4.17","3.96","3.21","3.53","2.67","2.95","4.02","3.67","4.19","6.16","7.02","10.44","18.32","31.56","31.86","32.26","15.68","14.48","10.92","9.53","7.79","",
"British Virgin Islands","VGB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54","3.22","2.26","1.65","0.96","0.68","0.72","0.45","0.29","0.36","0.36","0.31","0.36","0.31","0.28","0.16","0.07","0.08","0.05","0.05","0.02","0.01","0.01","0.01","0","",
"Vanuatu","VUT","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.37","97.9","187.15","212.64","148.56","121.58","106.26","123.43","117.99","63.97","88.03","47.77","34.38","21.77","9.91","3.3","17.06","9.28","4.79","4.32","3.78","2.41","8.62","17.94","12.25","",
"World","WLD","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.8813099417593","80.7118632285731","78.5243680983702","78.6751624463595","78.004932370708","76.5593171374171","73.4298650954255","70.6679532392561","68.8886101060429","69.1932272610673","68.185650767655","65.2035547026601","62.7474088655473","60.3683727514267","58.6870330872827","59.0112453102036","58.6950073871173","59.7315443849572","58.469060432106","57.9897815718","60.2623341938755","","60.7281753730123","","64.0410829840746","",
"Samoa","WSM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3","90.34","97.49","86.06","67.24","68.36","79.31","54.46","33.4","42.07","65.73","44.65","47.04","37.12","30.42","26.02","32.76","36.22","41.35","38.66","36.48","44.26","39.04","38.86","52.17","",
"South Africa","ZAF","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.86","5.57","3.26","2.78","2.73","1.57","2.42","1.25","1.53","1.17","1.54","1.86","1.23","1.58","2.11","0.87","0.75","4.06","1.63","0.81","0.74","0.48","0.33","0.84","0.11","",
"Zambia","ZMB","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360.33","379.23","369.96","348.03","300.89","262.52","225.93","194.66","171.62","166.78","169.92","181.12","206.15","228.03","237.47","237.78","229.08","220.1","222","223.85","234.25","240.98","246.1","252.08","252.41","",
"Zimbabwe","ZWE","Incidence of malaria (per 1,000 population at risk)","SH.MLR.INCD.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.59","102.59","102.59","102.59","102.59","102.59","102.59","167.62","67.51","73.82","104.38","67.45","54.46","78.27","97.71","94.12","66.16","114.7","53.61","65.09","94.3","27.54","28.9","49.4","11.36","",
